id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-04-TEXT-LANGUAGE-A-033-word-spacing,04-text-language,Text language typography speech notation and localization,word spacing,"Smallest independently addressable word spacing unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-034-hyphenation-opportunity,04-text-language,Text language typography speech notation and localization,hyphenation opportunity,"Smallest independently addressable hyphenation opportunity unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-035-pronunciation-token,04-text-language,Text language typography speech notation and localization,pronunciation token,"Smallest independently addressable pronunciation token unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-036-ruby-annotation,04-text-language,Text language typography speech notation and localization,ruby annotation,"Smallest independently addressable ruby annotation unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-037-emphasis-marker,04-text-language,Text language typography speech notation and localization,emphasis marker,"Smallest independently addressable emphasis marker unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-038-semantic-text-role,04-text-language,Text language typography speech notation and localization,semantic text role,"Smallest independently addressable semantic text role unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-039-variation-axis-coordinate,04-text-language,Text language typography speech notation and localization,variation-axis coordinate,"Smallest independently addressable variation-axis coordinate unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-04-TEXT-LANGUAGE-A-040-glyph-outline-point,04-text-language,Text language typography speech notation and localization,glyph outline point,"Smallest independently addressable glyph outline point unit in text language typography speech notation and localization, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENTYPE;SRC-LDML;SRC-HTML;SRC-EPUB;SRC-WEBVTT;SRC-TOKENIZERS,
AXM-05-CODE-GRAMMAR-A-001-source-character,05-code-grammar,Code grammar and executable program structure,source character,"Smallest independently addressable source character unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-002-token,05-code-grammar,Code grammar and executable program structure,token,"Smallest independently addressable token unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-003-keyword,05-code-grammar,Code grammar and executable program structure,keyword,"Smallest independently addressable keyword unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-004-identifier-token,05-code-grammar,Code grammar and executable program structure,identifier token,"Smallest independently addressable identifier token unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-005-literal,05-code-grammar,Code grammar and executable program structure,literal,"Smallest independently addressable literal unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-006-operator-token,05-code-grammar,Code grammar and executable program structure,operator token,"Smallest independently addressable operator token unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-007-delimiter,05-code-grammar,Code grammar and executable program structure,delimiter,"Smallest independently addressable delimiter unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-008-comment,05-code-grammar,Code grammar and executable program structure,comment,"Smallest independently addressable comment unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-009-whitespace-trivia,05-code-grammar,Code grammar and executable program structure,whitespace trivia,"Smallest independently addressable whitespace trivia unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-010-grammar-terminal,05-code-grammar,Code grammar and executable program structure,grammar terminal,"Smallest independently addressable grammar terminal unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-011-grammar-nonterminal,05-code-grammar,Code grammar and executable program structure,grammar nonterminal,"Smallest independently addressable grammar nonterminal unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-012-production-rule,05-code-grammar,Code grammar and executable program structure,production rule,"Smallest independently addressable production rule unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-013-precedence-rule,05-code-grammar,Code grammar and executable program structure,precedence rule,"Smallest independently addressable precedence rule unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-014-associativity-rule,05-code-grammar,Code grammar and executable program structure,associativity rule,"Smallest independently addressable associativity rule unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-015-parse-node,05-code-grammar,Code grammar and executable program structure,parse node,"Smallest independently addressable parse node unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-016-abstract-syntax-node,05-code-grammar,Code grammar and executable program structure,abstract-syntax node,"Smallest independently addressable abstract-syntax node unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-017-concrete-syntax-node,05-code-grammar,Code grammar and executable program structure,concrete-syntax node,"Smallest independently addressable concrete-syntax node unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-018-symbol,05-code-grammar,Code grammar and executable program structure,symbol,"Smallest independently addressable symbol unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-019-scope,05-code-grammar,Code grammar and executable program structure,scope,"Smallest independently addressable scope unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
AXM-05-CODE-GRAMMAR-A-020-binding,05-code-grammar,Code grammar and executable program structure,binding,"Smallest independently addressable binding unit in code grammar and executable program structure, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-TREESITTER;SRC-WASM;SRC-GIT;SRC-JSONSCHEMA,
