id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-03-TIME-STATE-EVENT-A-019-message,atom,03-time-state-event,Time state event and workflow,message,"Smallest independently addressable message unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-020-cue,atom,03-time-state-event,Time state event and workflow,cue,"Smallest independently addressable cue unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-021-marker,atom,03-time-state-event,Time state event and workflow,marker,"Smallest independently addressable marker unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-022-keyframe-time,atom,03-time-state-event,Time state event and workflow,keyframe time,"Smallest independently addressable keyframe time unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-023-synchronization-point,atom,03-time-state-event,Time state event and workflow,synchronization point,"Smallest independently addressable synchronization point unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-024-deadline,atom,03-time-state-event,Time state event and workflow,deadline,"Smallest independently addressable deadline unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-025-recurrence-rule,atom,03-time-state-event,Time state event and workflow,recurrence rule,"Smallest independently addressable recurrence rule unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-026-timeout,atom,03-time-state-event,Time state event and workflow,timeout,"Smallest independently addressable timeout unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-027-retry-count,atom,03-time-state-event,Time state event and workflow,retry count,"Smallest independently addressable retry count unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-028-sequence-number,atom,03-time-state-event,Time state event and workflow,sequence number,"Smallest independently addressable sequence number unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-029-correlation-identifier,atom,03-time-state-event,Time state event and workflow,correlation identifier,"Smallest independently addressable correlation identifier unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-030-workflow-token,atom,03-time-state-event,Time state event and workflow,workflow token,"Smallest independently addressable workflow token unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-031-success-criterion,atom,03-time-state-event,Time state event and workflow,success criterion,"Smallest independently addressable success criterion unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-A-032-failure-criterion,atom,03-time-state-event,Time state event and workflow,failure criterion,"Smallest independently addressable failure criterion unit in time state event and workflow, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-001-timeline,component,03-time-state-event,Time state event and workflow,timeline,"Reusable timeline assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-002-track,component,03-time-state-event,Time state event and workflow,track,"Reusable track assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-003-event-stream,component,03-time-state-event,Time state event and workflow,event stream,"Reusable event stream assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-004-state-machine,component,03-time-state-event,Time state event and workflow,state machine,"Reusable state machine assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-005-transition-table,component,03-time-state-event,Time state event and workflow,transition table,"Reusable transition table assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-006-scheduler-entry,component,03-time-state-event,Time state event and workflow,scheduler entry,"Reusable scheduler entry assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-007-cue-list,component,03-time-state-event,Time state event and workflow,cue list,"Reusable cue list assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-008-marker-list,component,03-time-state-event,Time state event and workflow,marker list,"Reusable marker list assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-009-clock-mapping,component,03-time-state-event,Time state event and workflow,clock mapping,"Reusable clock mapping assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-010-synchronization-map,component,03-time-state-event,Time state event and workflow,synchronization map,"Reusable synchronization map assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-011-recurrence-schedule,component,03-time-state-event,Time state event and workflow,recurrence schedule,"Reusable recurrence schedule assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-012-retry-policy,component,03-time-state-event,Time state event and workflow,retry policy,"Reusable retry policy assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-013-event-envelope,component,03-time-state-event,Time state event and workflow,event envelope,"Reusable event envelope assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-014-signal-bus,component,03-time-state-event,Time state event and workflow,signal bus,"Reusable signal bus assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-015-workflow-step,component,03-time-state-event,Time state event and workflow,workflow step,"Reusable workflow step assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-016-workflow,component,03-time-state-event,Time state event and workflow,workflow,"Reusable workflow assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-017-process-model,component,03-time-state-event,Time state event and workflow,process model,"Reusable process model assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-018-activity,component,03-time-state-event,Time state event and workflow,activity,"Reusable activity assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-019-gateway,component,03-time-state-event,Time state event and workflow,gateway,"Reusable gateway assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-C-020-event-subscription,component,03-time-state-event,Time state event and workflow,event subscription,"Reusable event subscription assembly in time state event and workflow, with a bounded role and an interface that can be tested independently.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
AXM-03-TIME-STATE-EVENT-O-001-timeline-engine,organ,03-time-state-event,Time state event and workflow,timeline engine,"Functional subsystem for timeline engine in time state event and workflow; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-SCXML;SRC-OTIO;SRC-WEBVTT;SRC-BPMN;SRC-OTEL,cross-standard,candidate,research-seed,True,
